City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Catanduva,BR,-21.1378,-48.9728,67.64,37,0,5.86,clear sky
343,Kulunda,RU,52.566,78.9385,60.35,81,100,13.91,overcast clouds
344,Rumoi,JP,43.9344,141.6428,69.84,91,33,2.3,scattered clouds
345,Nouakchott,MR,18.0858,-15.9785,76.93,82,4,15.5,clear sky
346,Taltal,CL,-25.4,-70.4833,59.16,76,99,1.05,overcast clouds
347,Hurghada,EG,27.2574,33.8129,86.68,28,12,13.67,few clouds
348,Rio Gallegos,AR,-51.6226,-69.2181,34.39,80,100,6.6,overcast clouds
349,Abu Samrah,SY,35.3029,37.1841,74.66,50,0,11.59,clear sky
350,Iqaluit,CA,63.7506,-68.5145,41.7,86,100,3.0,overcast clouds
351,Asau,RO,46.4333,26.4,70.95,90,0,3.4,clear sky
352,Larap,PH,14.299,122.6504,78.13,91,100,1.57,overcast clouds
353,Norman Wells,CA,65.282,-126.8329,85.95,26,73,5.99,broken clouds
354,Ilulissat,GL,69.2167,-51.1,46.42,81,20,10.36,few clouds
355,Muroto,JP,33.2833,134.15,78.42,88,62,6.22,broken clouds
356,High Prairie,CA,55.4334,-116.4858,63.81,75,97,5.08,overcast clouds
357,Abha,SA,18.2164,42.5053,70.05,33,38,6.91,scattered clouds
358,Tautira,PF,-17.7333,-149.15,78.71,77,64,18.43,broken clouds
359,Glen Allen,US,37.666,-77.5064,90.07,66,20,6.91,few clouds
360,Sao Filipe,CV,14.8961,-24.4956,74.97,86,41,6.46,scattered clouds
361,Riyadh,SA,24.6877,46.7219,87.94,11,38,11.52,scattered clouds
362,Novobirilyussy,RU,56.9514,90.6661,56.52,84,100,4.68,overcast clouds
363,Wufeng,CN,27.45,104.8333,60.01,86,0,3.51,clear sky
364,Split,HR,43.5089,16.4392,82.51,42,0,5.75,clear sky
365,Road Town,VG,18.4167,-64.6167,84.24,74,20,9.22,few clouds
366,Broome,US,42.2506,-75.833,78.71,78,100,10.36,overcast clouds
367,Benjamin Hill,MX,30.1667,-111.1,93.49,19,0,16.82,clear sky
368,Syracuse,IT,37.0881,15.2792,81.32,70,0,6.91,clear sky
369,Vila Velha,BR,-20.3297,-40.2925,75.15,88,75,5.75,broken clouds
370,Cestas,FR,44.7435,-0.6791,67.93,68,0,3.44,clear sky
371,Valparaiso,CL,-33.0393,-71.6273,56.84,75,0,5.75,clear sky
372,Kirakira,SB,-10.4544,161.9205,83.25,71,100,12.73,overcast clouds
373,Talnakh,RU,69.4865,88.3972,54.21,52,100,2.13,overcast clouds
374,Bilibino,RU,68.0546,166.4372,61.52,54,100,9.62,overcast clouds
375,Seymchan,RU,62.8833,152.4333,63.09,85,100,1.61,light rain
376,Fredericton,CA,45.9454,-66.6656,71.42,63,100,7.4,light rain
377,Panjab,AF,34.388,67.0233,61.81,46,49,3.36,scattered clouds
378,Cap Malheureux,MU,-19.9842,57.6142,66.47,71,76,3.0,broken clouds
379,Margate,GB,51.3813,1.3862,62.69,74,95,1.01,overcast clouds
380,Palmas,BR,-10.2128,-48.3603,80.47,61,0,3.44,clear sky
381,General Roca,AR,-39.0333,-67.5833,55.62,39,100,11.72,light rain
382,Veshenskaya,RU,49.6303,41.7334,64.4,59,13,6.02,few clouds
383,Ahipara,NZ,-35.1667,173.1667,59.97,96,100,4.94,light rain
384,Kemijarvi,FI,66.7131,27.4306,54.54,69,10,9.24,clear sky
385,Kieta,PG,-6.2167,155.6333,81.91,75,100,3.09,overcast clouds
386,La Cruz,MX,23.9167,-106.9,86.41,65,96,9.13,overcast clouds
387,Makakilo City,US,21.3469,-158.0858,82.72,69,100,17.27,light rain
388,Richards Bay,ZA,-28.783,32.0377,65.59,83,0,10.29,clear sky
389,Narsaq,GL,60.9167,-46.05,52.02,99,100,0.63,moderate rain
390,Gorontalo,ID,0.5412,123.0595,73.65,94,87,1.77,overcast clouds
391,Fort Nelson,CA,58.8053,-122.7002,72.5,44,86,5.44,overcast clouds
392,Cascais,PT,38.6979,-9.4215,66.94,76,20,13.0,few clouds
393,Lazaro Cardenas,MX,17.9583,-102.2,83.19,79,63,9.33,broken clouds
394,Szabadbattyan,HU,47.119,18.3682,64.89,88,4,12.84,clear sky
395,Ginir,ET,7.1333,40.7,57.9,76,54,4.92,broken clouds
396,San Anselmo,US,37.9747,-122.5616,80.1,71,0,16.11,clear sky
397,Kathu,TH,7.9178,98.3332,85.75,84,99,10.33,light rain
398,Kolvereid,NO,64.8655,11.6047,49.23,80,100,16.71,light rain
399,Ust-Ilimsk,RU,58.0006,102.6619,60.64,74,98,2.57,overcast clouds
400,Alice Springs,AU,-23.7,133.8833,24.35,86,0,6.91,clear sky
401,Inhambane,MZ,-23.865,35.3833,64.99,79,0,4.63,clear sky
402,Moindou,NC,-21.6924,165.677,75.92,75,100,8.81,overcast clouds
403,Toowoomba,AU,-27.55,151.9667,47.25,96,100,4.83,overcast clouds
404,Pisco,PE,-13.7,-76.2167,64.02,77,0,9.22,clear sky
405,Beruwala,LK,6.4788,79.9828,79.25,85,98,9.75,overcast clouds
406,Banda Aceh,ID,5.5577,95.3222,80.53,74,97,9.01,overcast clouds
407,Nador,MA,35.174,-2.9287,77.25,61,0,5.75,clear sky
408,Iranshahr,IR,27.2025,60.6848,92.97,29,89,4.7,overcast clouds
409,Murupara,NZ,-38.4667,176.7,53.11,89,100,5.75,overcast clouds
410,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,57.78,94,75,2.24,broken clouds
411,Carbondale,US,37.7273,-89.2168,98.02,60,0,9.22,clear sky
412,Faanui,PF,-16.4833,-151.75,79.7,73,9,15.7,clear sky
413,Hervey Bay,AU,-25.2986,152.8535,55.02,97,100,11.01,overcast clouds
414,Juazeirinho,BR,-6.8167,-38.05,78.87,60,85,7.4,overcast clouds
415,Akyab,MM,20.15,92.9,80.22,87,100,8.37,overcast clouds
416,Camacha,PT,33.0833,-16.3333,65.62,64,75,11.5,broken clouds
417,Coihaique,CL,-45.5752,-72.0662,36.21,93,100,4.61,shower rain
418,Lasa,IT,46.6166,10.7002,61.36,88,15,5.84,few clouds
419,Bathsheba,BB,13.2167,-59.5167,83.01,91,40,17.27,scattered clouds
420,Burns Lake,CA,54.2331,-125.7533,65.61,59,100,1.88,overcast clouds
421,Pathein,MM,16.7833,94.7333,77.2,94,100,4.43,overcast clouds
422,Shakawe,BW,-18.3667,21.85,60.69,43,49,3.56,scattered clouds
423,Channel-Port Aux Basques,CA,47.5702,-59.1367,59.45,76,0,10.47,clear sky
424,Campos Sales,BR,-7.0744,-40.3761,70.56,66,4,8.81,clear sky
425,Nouadhibou,MR,20.931,-17.0347,68.59,85,21,25.84,few clouds
426,Plettenberg Bay,ZA,-34.0527,23.3716,56.68,85,90,5.01,overcast clouds
427,Waddan,LY,29.1614,16.139,82.08,42,0,11.18,clear sky
428,Narrabri,AU,-30.3167,149.7833,55.53,95,93,1.01,overcast clouds
429,Pontes E Lacerda,BR,-15.2261,-59.3353,79.81,36,2,3.74,clear sky
430,Naze,JP,28.3667,129.4833,77.92,87,27,12.24,scattered clouds
431,Moree,AU,-29.4667,149.85,50.02,93,100,6.91,overcast clouds
432,Greenwood,US,34.1668,-82.1165,91.76,55,0,0.0,clear sky
433,Aykhal,RU,66.0,111.5,59.2,71,96,5.28,overcast clouds
434,Jalu,LY,29.0331,21.5482,80.31,48,0,16.02,clear sky
435,Victoria,HK,22.2855,114.1577,84.38,88,100,8.01,overcast clouds
436,Preobrazheniye,RU,42.9019,133.9064,64.49,92,88,8.19,overcast clouds
437,Siverek,TR,37.755,39.3167,80.69,17,0,4.97,clear sky
438,Saint-Georges,GD,12.0564,-61.7485,78.1,84,100,10.09,overcast clouds
439,Provideniya,RU,64.3833,-173.3,46.51,93,100,11.01,mist
440,Deputatskiy,RU,69.3,139.9,45.39,57,97,3.13,overcast clouds
441,Ostrovnoy,RU,68.0531,39.5131,61.21,88,97,14.2,overcast clouds
442,Jenjarom,MY,2.8766,101.4988,80.71,93,100,2.3,light rain
443,Pandan,PH,14.0453,124.1694,79.79,85,100,2.53,overcast clouds
444,Marsh Harbour,BS,26.5412,-77.0636,83.12,71,69,10.8,broken clouds
445,Loukhi,RU,66.0764,33.0381,62.04,71,88,5.28,overcast clouds
446,Grindavik,IS,63.8424,-22.4338,52.27,93,75,8.05,broken clouds
447,Chapais,CA,49.7834,-74.8492,63.81,37,100,5.19,overcast clouds
448,Balykshi,KZ,47.0667,51.8667,60.8,77,0,13.42,clear sky
449,Mananjary,MG,-21.2167,48.3333,63.48,86,5,3.87,clear sky
450,Tornio,FI,65.8481,24.1466,59.02,94,12,15.26,few clouds
451,Lumphat,KH,13.4878,106.9816,73.56,99,92,1.61,overcast clouds
452,Vallenar,CL,-28.5708,-70.7581,63.43,33,100,3.02,overcast clouds
453,Dire,ML,12.2833,-10.9667,70.65,89,98,1.36,heavy intensity rain
454,Lerwick,GB,60.1545,-1.1494,53.6,87,99,16.08,overcast clouds
455,Boende,CD,-0.2167,20.8667,70.79,94,90,3.4,overcast clouds
456,Guerrero Negro,MX,27.9769,-114.0611,72.79,58,3,17.27,clear sky
457,Cobija,BO,-11.0267,-68.7692,84.87,49,56,2.44,broken clouds
458,San-Pedro,CI,4.7485,-6.6363,77.2,81,77,8.1,broken clouds
459,Udachnyy,RU,66.4167,112.4,61.45,72,98,4.68,overcast clouds
460,Natal,BR,-5.795,-35.2094,74.05,94,20,3.44,few clouds
461,Palmares Do Sul,BR,-30.2578,-50.5097,61.21,93,100,5.46,overcast clouds
462,Algete,ES,40.5971,-3.4974,83.62,27,0,6.91,clear sky
463,Marawi,PH,7.9986,124.2928,69.49,92,90,3.31,overcast clouds
464,Mandera,KE,3.9366,41.867,78.67,52,60,16.04,broken clouds
465,Surdulica,RS,42.6906,22.1708,64.02,95,91,3.36,overcast clouds
466,Berlevag,NO,70.8578,29.0864,62.6,93,100,11.5,overcast clouds
467,Mendeleyevo,RU,56.0333,37.2167,64.18,88,0,4.47,clear sky
468,Lompoc,US,34.6391,-120.4579,85.69,74,0,24.0,mist
469,Feni,BD,23.0186,91.41,78.89,89,100,9.26,overcast clouds
470,Ola,RU,59.5833,151.2833,64.15,85,96,5.08,overcast clouds
471,Edmond,US,35.6528,-97.4781,102.11,36,3,11.01,clear sky
472,Bara,NG,10.3744,10.7288,78.04,68,77,9.55,broken clouds
473,Hit,IQ,33.6416,42.8251,91.38,15,0,13.44,clear sky
474,Lichinga,MZ,-13.3128,35.2406,52.25,68,6,3.53,clear sky
475,Almaznyy,RU,48.0448,40.045,65.39,43,0,4.92,clear sky
476,Nago,JP,26.5881,127.9761,82.83,88,20,9.78,few clouds
477,Katsuura,JP,35.1333,140.3,75.22,93,100,11.65,overcast clouds
478,Balvi,LV,57.1313,27.2658,56.39,83,75,2.71,broken clouds
479,Artyom,AZ,40.4723,50.333,73.54,60,3,11.7,clear sky
480,Vanavara,RU,60.34,102.2797,58.98,73,89,4.47,overcast clouds
481,Springfield,US,37.2153,-93.2982,99.91,40,0,11.5,clear sky
482,Kopychyntsi,UA,49.1044,25.9103,66.78,75,95,2.86,overcast clouds
483,Bako,ET,5.7833,36.5667,67.87,59,69,1.79,broken clouds
484,Tara,RU,56.8944,74.371,56.93,99,100,9.44,light rain
485,Zhigansk,RU,66.7697,123.3711,48.13,70,100,15.12,overcast clouds
486,Port Macquarie,AU,-31.4333,152.9167,64.29,94,100,12.66,overcast clouds
487,Moundsville,US,39.9203,-80.7431,83.16,72,100,11.36,overcast clouds
488,Lufkin,US,31.3382,-94.7291,98.83,42,40,6.91,scattered clouds
489,Ust-Nera,RU,64.5667,143.2,76.51,64,99,5.68,overcast clouds
490,Batagay-Alyta,RU,67.8006,130.4114,45.1,84,100,1.72,light rain
491,Odweyne,SO,9.4092,45.064,74.71,51,40,16.42,scattered clouds
492,Ninh Binh,VN,20.2539,105.975,79.52,94,100,6.06,overcast clouds
493,Takaka,NZ,-40.85,172.8,54.55,70,74,0.72,broken clouds
494,Xuddur,SO,4.1213,43.8894,71.2,67,57,17.9,broken clouds
495,Sioux Lookout,CA,50.1001,-91.917,74.61,35,100,5.66,overcast clouds
496,Port Lincoln,AU,-34.7333,135.8667,47.17,83,0,6.69,clear sky
497,Buluang,PH,13.3068,123.3425,77.05,92,100,1.88,light rain
498,Phuket,TH,8.0,98.25,86.13,94,20,6.91,light rain
499,Kamaishi,JP,39.2667,141.8833,72.79,91,13,5.55,few clouds
500,Santa Maria,BR,-29.6842,-53.8069,64.85,93,94,3.58,overcast clouds
501,Dandong,CN,40.1292,124.3947,74.66,86,95,2.35,overcast clouds
502,Killybegs,IE,54.6333,-8.45,56.53,96,100,12.53,overcast clouds
503,Izumo,JP,35.3667,132.7667,78.69,94,75,6.91,broken clouds
504,Boa Vista,BR,2.8197,-60.6733,76.98,78,75,10.36,moderate rain
505,Tonantins,BR,-2.8731,-67.8022,80.8,73,93,2.35,overcast clouds
506,Neya,RU,58.2972,43.8681,59.68,75,1,5.73,clear sky
507,Porosozero,RU,62.7191,32.727,58.15,85,6,6.49,clear sky
508,Svetlogorsk,BY,52.6333,29.7333,64.92,91,84,5.77,broken clouds
509,Pedernales,DO,18.0384,-71.744,83.79,67,10,0.74,clear sky
510,Walvis Bay,NA,-22.9575,14.5053,54.09,58,0,13.67,clear sky
511,Ishigaki,JP,24.3448,124.1572,84.06,78,63,18.81,broken clouds
512,Nokaneng,BW,-19.6667,22.2667,62.49,38,11,4.32,few clouds
513,Morgan City,US,29.6994,-91.2068,83.39,71,100,4.38,moderate rain
514,Mbini,GQ,1.574,9.6134,75.9,84,88,3.83,overcast clouds
515,Conselheiro Lafaiete,BR,-20.6603,-43.7861,59.41,67,0,3.8,clear sky
516,Hoi An,VN,15.8794,108.335,84.16,81,100,7.34,overcast clouds
517,Okitipupa,NG,6.5047,4.7839,73.09,95,81,0.87,broken clouds
518,Mahebourg,MU,-20.4081,57.7,68.29,73,40,10.36,scattered clouds
519,Lukulu,ZM,-14.3707,23.242,57.56,50,9,4.72,clear sky
520,Umm Lajj,SA,25.0213,37.2685,86.43,56,4,4.7,clear sky
521,Emba,KZ,48.8264,58.1442,59.56,77,84,14.43,light rain
522,Finschhafen,PG,-6.6024,147.8681,81.97,74,100,7.87,overcast clouds
523,Picos,BR,-7.0769,-41.4669,75.18,55,4,4.38,clear sky
524,Roald,NO,62.5833,6.1333,54.75,76,75,19.57,broken clouds
525,Qorveh,IR,35.1664,47.8045,63.0,52,0,8.01,clear sky
526,Goulburn,AU,-34.75,149.7167,46.47,95,100,10.8,overcast clouds
527,Padang,ID,-0.9492,100.3543,79.11,81,84,3.31,broken clouds
528,Mana,GF,5.6592,-53.7767,78.46,84,26,6.35,scattered clouds
529,Sunland Park,US,31.7965,-106.58,93.65,34,0,5.75,clear sky
530,Sumbe,AO,-11.2061,13.8437,67.69,89,5,3.69,clear sky
531,Karratha,AU,-20.7377,116.8463,57.31,26,4,13.38,clear sky
532,Onda,ES,39.9667,-0.25,76.89,82,76,4.21,broken clouds
533,Borogontsy,RU,62.6683,131.1683,80.19,61,7,8.05,clear sky
534,Lakes Entrance,AU,-37.8811,147.981,35.17,82,0,5.82,clear sky
535,Aksakovo,BG,43.25,27.8167,65.53,76,0,0.0,clear sky
536,Johi,PK,26.6921,67.6133,94.82,54,45,5.19,scattered clouds
537,Missoula,US,47.0166,-113.8009,73.8,34,35,7.9,scattered clouds
538,Bonavista,CA,48.6499,-53.1147,62.19,64,76,18.61,broken clouds
539,Lao Cai,VN,22.4833,103.95,75.97,96,100,1.48,overcast clouds
540,Oneonta,US,42.4529,-75.0638,71.82,94,100,9.01,overcast clouds
541,Swadlincote,GB,52.774,-1.5574,58.5,74,39,5.28,scattered clouds
542,Yanam,IN,16.7333,82.2167,78.3,90,100,7.52,overcast clouds
543,Waingapu,ID,-9.6567,120.2641,72.03,74,83,9.4,broken clouds
544,Lethem,GY,3.3803,-59.7968,79.83,74,96,4.94,overcast clouds
545,Odienne,CI,9.51,-7.5692,73.65,90,98,1.39,overcast clouds
546,Saint Pete Beach,US,27.7253,-82.7412,95.25,59,0,4.61,clear sky
547,Chifeng,CN,42.2683,118.9636,72.63,79,100,5.86,overcast clouds
548,Batemans Bay,AU,-35.7167,150.1833,53.1,87,100,4.94,overcast clouds
549,Lokosovo,RU,61.1333,74.8167,55.38,62,100,7.18,overcast clouds
550,Veraval,IN,20.9,70.3667,81.77,86,100,12.57,very heavy rain
551,Cayhagan,PH,9.6697,122.4256,78.62,81,62,1.79,broken clouds
552,Kavaratti,IN,10.5669,72.642,81.7,84,100,21.68,overcast clouds
553,Mandalgovi,MN,45.7625,106.2708,58.23,55,1,6.24,clear sky
554,Izhma,RU,65.0083,53.9113,60.3,95,13,1.9,light rain
555,Benghazi,LY,32.1167,20.0667,79.59,85,0,9.78,clear sky
556,Adrian,US,41.8975,-84.0372,88.43,69,40,9.22,scattered clouds
557,Tripoli,LY,32.8752,13.1875,80.82,59,0,3.38,clear sky
558,Klyuchi,RU,52.2667,79.1667,60.19,82,100,13.6,overcast clouds
559,Buala,SB,-8.145,159.5921,82.89,76,93,11.95,overcast clouds
560,Hauterive,FR,46.0901,3.4459,66.96,77,0,1.88,clear sky
561,Marathon,US,44.9,-89.7668,85.53,61,20,5.75,few clouds
562,Mahajanga,MG,-15.7167,46.3167,69.82,56,0,10.36,clear sky
563,Astana,KZ,51.1801,71.446,51.75,93,0,6.71,clear sky
564,Gasa,PS,31.5,34.4667,77.72,71,0,4.88,clear sky
565,Rondonopolis,BR,-16.4708,-54.6356,76.28,25,97,4.05,overcast clouds
566,Mackay,AU,-21.15,149.2,53.69,80,6,5.79,clear sky
567,Malumfashi,NG,11.7853,7.6218,76.64,71,61,9.95,broken clouds
568,Porto Tolle,IT,44.9497,12.3245,76.03,70,0,6.15,clear sky
569,Port Jervis,US,41.3751,-74.6927,79.48,99,100,3.38,overcast clouds
570,Yangliuqing,CN,39.1375,116.9997,75.15,98,100,5.12,overcast clouds
571,Luis Correia,BR,-2.8792,-41.6669,82.4,83,75,1.14,broken clouds
572,Alpinopolis,BR,-20.8636,-46.3881,60.91,55,0,2.48,clear sky
573,Kitob,UZ,39.0843,66.8332,70.29,36,0,3.44,clear sky
574,Belyy Yar,RU,53.6039,91.3903,64.29,77,100,8.95,light rain
575,Souris,CA,49.6172,-100.2612,71.74,79,96,9.19,overcast clouds
576,Alugan,PH,12.2188,125.4808,77.5,89,98,3.98,very heavy rain
577,Mbanza-Ngungu,CD,-5.25,14.8667,68.9,47,80,3.27,broken clouds
578,Yongan,CN,39.6957,113.6871,61.74,78,92,1.16,overcast clouds
579,Ipswich,GB,52.0592,1.1555,61.05,80,0,6.91,clear sky
580,Qeshm,IR,26.9581,56.2719,91.27,75,93,5.55,overcast clouds
581,Kibi,GH,6.1649,-0.5538,70.3,98,86,2.3,overcast clouds
582,Luganville,VU,-15.5333,167.1667,80.08,86,66,10.49,broken clouds
583,Peruibe,BR,-24.32,-46.9983,68.18,70,35,5.57,scattered clouds
584,Dakar,SN,14.6937,-17.4441,81.48,87,45,12.39,scattered clouds
585,San Policarpo,PH,12.1791,125.5072,77.83,88,96,4.21,very heavy rain
586,Vila,PT,42.0304,-8.1588,67.08,62,54,4.36,broken clouds
587,Kommunar,RU,59.6206,30.39,62.13,91,17,4.92,few clouds
588,Sayyan,YE,15.1718,44.3244,63.84,57,55,4.76,broken clouds
589,Vikhorevka,RU,56.1201,101.1636,56.79,85,18,1.72,few clouds
590,Verkh-Usugli,RU,52.7,115.1667,60.37,72,100,1.3,overcast clouds
591,Tonj,SS,7.2737,28.6822,69.17,95,41,2.44,scattered clouds
592,Bievre,BE,49.9409,5.0159,57.18,74,17,6.76,few clouds
593,Brewster,US,41.3973,-73.6171,76.26,71,100,11.5,overcast clouds
594,Kwinana,AU,-32.25,115.7667,51.24,79,43,9.64,scattered clouds
595,Tashtyp,RU,52.7939,89.8983,54.79,93,100,4.65,overcast clouds
596,Northam,GB,51.0333,-4.2167,60.62,93,89,6.33,overcast clouds
597,Ischia,IT,40.7342,13.9471,80.55,76,0,1.99,clear sky
598,Lanivtsi,UA,49.8633,26.0908,66.47,77,99,8.05,overcast clouds
599,Punta Alta,AR,-38.8759,-62.0736,50.88,38,68,10.65,broken clouds
600,Chegdomyn,RU,51.1167,133.0167,72.88,83,97,1.07,overcast clouds
601,Minab,IR,27.1467,57.0801,91.76,50,96,2.68,overcast clouds
602,Villa Carlos Paz,AR,-31.4241,-64.4978,56.89,31,1,11.99,clear sky
603,Warkworth,NZ,-36.4,174.6667,58.91,87,100,7.58,overcast clouds
604,Tura,IN,25.5198,90.2201,74.61,96,51,5.17,broken clouds
605,Knysna,ZA,-34.0363,23.0471,56.52,86,89,3.65,overcast clouds
606,Aldan,RU,58.6031,125.3894,74.71,66,70,8.57,broken clouds
607,Bonthe,SL,7.5264,-12.505,77.2,80,37,6.4,scattered clouds
608,Arlit,NE,18.7369,7.3853,91.15,31,91,13.42,overcast clouds
609,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,89,100,14.97,overcast clouds
610,Wenling,CN,28.3669,121.36,80.42,90,69,21.54,broken clouds
611,Port Blair,IN,11.6667,92.75,80.91,84,100,11.88,overcast clouds
612,Majene,ID,-3.5403,118.9707,77.0,89,43,9.1,scattered clouds
613,Duiwelskloof,ZA,-23.6934,30.14,55.08,71,0,3.36,clear sky
614,Yenotayevka,RU,47.2456,47.0281,65.28,47,1,11.01,clear sky
615,Gualaquiza,EC,-3.4,-78.55,65.21,88,93,1.68,light rain
616,Sechura,PE,-5.5569,-80.8222,70.72,63,10,18.25,clear sky
617,Grand Baie,MU,-20.0182,57.5802,68.47,71,66,3.0,broken clouds
618,Penzance,GB,50.1186,-5.5371,59.68,90,14,8.39,few clouds
619,Mancio Lima,BR,-7.6142,-72.8958,81.19,70,93,3.15,overcast clouds
620,Chabahar,IR,25.2919,60.643,84.81,82,76,3.42,broken clouds
621,Chara,RU,56.9064,118.2631,64.76,86,98,1.23,light rain
622,Necochea,AR,-38.5473,-58.7368,47.61,45,29,8.23,scattered clouds
623,Chistogorskiy,RU,53.9835,87.3843,56.28,97,79,4.38,broken clouds
624,Bucerias,MX,20.75,-105.3333,85.98,74,100,8.05,overcast clouds
625,Ambalavao,MG,-21.8333,46.9333,51.58,96,44,3.6,scattered clouds
626,Victor Harbor,AU,-35.5667,138.6167,44.67,88,0,7.34,clear sky
627,Hambantota,LK,6.1241,81.1185,79.56,80,100,16.62,overcast clouds
628,Vozhega,RU,60.4725,40.2213,60.33,98,78,4.34,broken clouds
629,Kropotkin,RU,45.4375,40.5756,68.88,55,10,7.31,clear sky
630,At-Bashi,KG,41.1702,75.8106,52.29,67,9,0.72,clear sky
631,Ondjiva,AO,-17.0667,15.7333,58.01,40,0,5.59,clear sky
632,Karatuzskoye,RU,53.6072,92.8667,58.55,98,100,6.58,moderate rain
633,Ayan,RU,56.45,138.1667,61.63,81,1,3.2,clear sky
634,Paranavai,BR,-23.0731,-52.4653,68.45,44,96,5.19,overcast clouds
635,Buenaventura,CO,3.8801,-77.0312,78.03,92,94,3.18,overcast clouds
636,Rafaela,AR,-31.2503,-61.4867,51.98,66,2,7.61,clear sky
637,Angoche,MZ,-16.2325,39.9086,70.34,77,0,6.85,clear sky
638,Maxixe,MZ,-23.8597,35.3472,63.63,82,0,3.98,clear sky
639,Harper,LR,4.375,-7.7169,77.38,79,54,9.86,broken clouds
640,Tabory,RU,58.5198,64.5495,45.55,91,2,2.86,clear sky
641,Korla,CN,41.7597,86.1469,82.81,27,0,21.59,clear sky
642,Muisne,EC,0.6,-80.0333,75.76,82,71,8.32,broken clouds
643,Mao,ES,39.8885,4.2658,77.56,73,0,10.36,clear sky
644,Bafoulabe,ML,13.8065,-10.8321,83.03,69,85,13.02,light rain
645,Evensk,RU,61.95,159.2333,51.73,81,100,6.22,overcast clouds
646,Khed Brahma,IN,24.0333,73.05,80.42,88,90,4.32,overcast clouds
647,Rieti,IT,42.4072,12.8592,77.61,53,0,2.91,clear sky
648,Weligama,LK,5.9667,80.4167,78.03,85,100,9.35,overcast clouds
649,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,49,0,23.02,clear sky
650,Bosaso,SO,11.2842,49.1816,91.08,41,33,19.53,scattered clouds
651,Prieska,ZA,-29.6641,22.7474,48.42,55,0,11.99,clear sky
652,Acarau,BR,-2.8856,-40.12,77.7,69,98,9.01,overcast clouds
653,Poum,NC,-20.2333,164.0167,76.84,81,100,24.43,overcast clouds
654,Bressanone,IT,46.715,11.656,67.19,88,7,4.32,clear sky
655,Talcahuano,CL,-36.7167,-73.1167,53.28,94,100,11.5,overcast clouds
656,Chama,CH,47.1821,8.4636,68.22,68,75,0.0,broken clouds
657,Reoti,IN,25.85,84.3833,90.86,57,95,11.92,overcast clouds
658,Bullhead City,US,35.1478,-114.5683,106.02,10,20,16.11,few clouds
659,Garh Maharaja,PK,30.8339,71.9053,99.48,39,91,6.2,overcast clouds
660,Dessalines,HT,19.2833,-72.5,84.79,56,27,11.05,scattered clouds
661,Ambon,ID,-3.6954,128.1814,78.94,15,40,3.44,moderate rain
662,Menongue,AO,-14.6585,17.691,54.39,54,3,3.36,clear sky
663,Biak,ID,-0.9131,122.8766,75.31,85,99,3.98,overcast clouds
664,Narodychi,UA,51.2029,29.0823,65.84,89,72,5.7,broken clouds
665,Iwanai,JP,42.9744,140.5089,73.11,87,52,2.44,broken clouds
666,Oussouye,SN,12.485,-16.5469,79.27,80,100,7.99,overcast clouds
667,Labytnangi,RU,66.6572,66.4183,59.07,88,100,3.94,overcast clouds
