City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Bathsheba,BB,2022-07-03 01:42:05,13.2167,-59.5167,81.21,96,75,11.5
295,Birao,CF,2022-07-03 01:42:06,10.2849,22.7882,71.92,91,100,3.11
296,Khorramshahr,IR,2022-07-03 01:42:06,30.4397,48.1664,84.16,30,0,4.61
297,Sijunjung,ID,2022-07-03 01:42:07,-0.6876,100.9537,78.53,65,99,1.5
298,Ushtobe,KZ,2022-07-03 01:42:07,45.2514,77.9838,77.65,19,95,2.57
299,Padang,ID,2022-07-03 01:42:08,-0.9492,100.3543,75.25,64,86,0.22
300,Vilyuysk,RU,2022-07-03 01:42:08,63.7553,121.6247,83.95,40,1,9.04
301,Mogadishu,SO,2022-07-03 01:42:09,2.0371,45.3438,76.35,79,98,22.91
302,Khani,GE,2022-07-03 01:42:09,41.9563,42.9566,56.77,86,4,5.77
303,Kabwe,ZM,2022-07-03 01:42:10,-14.4469,28.4464,50.79,95,0,5.44
304,Greytown,ZA,2022-07-03 01:42:11,-29.0642,30.5928,45.75,63,0,3.71
305,Ituporanga,BR,2022-07-03 01:42:11,-27.4144,-49.6025,57.24,96,43,1.57
306,Dongsheng,CN,2022-07-03 01:42:11,39.8161,109.9776,71.76,58,7,15.77
307,Saran,FR,2022-07-03 01:42:12,47.9501,1.876,58.93,88,0,6.91
308,Muisne,EC,2022-07-03 01:42:12,0.6,-80.0333,74.8,85,63,7.56
309,Xiaoweizhai,CN,2022-07-03 01:42:13,26.1903,107.5125,76.3,83,100,10.29
310,Luoyang,CN,2022-07-03 01:42:13,34.6836,112.4536,80.65,78,100,6.2
311,Longyearbyen,SJ,2022-07-03 01:40:32,78.2186,15.6401,44.44,87,75,6.91
312,Lusambo,CD,2022-07-03 01:42:14,-4.9667,23.45,69.64,57,19,0.58
313,Cururupu,BR,2022-07-03 01:39:05,-1.8283,-44.8683,74.8,93,25,4.27
314,Ariquemes,BR,2022-07-03 01:42:15,-9.9133,-63.0408,76.05,71,81,0.67
315,Champerico,GT,2022-07-03 01:42:15,14.3,-91.9167,82.54,76,100,5.48
316,Bako,ET,2022-07-03 01:42:16,5.7833,36.5667,65.37,63,100,3.4
317,Azanka,RU,2022-07-03 01:42:16,58.0401,64.7893,58.78,77,100,2.98
318,Kenai,US,2022-07-03 01:42:17,60.5544,-151.2583,71.02,62,0,12.66
319,Bambous Virieux,MU,2022-07-03 01:42:47,-20.3428,57.7575,71.22,73,40,14.97
320,Demba,CD,2022-07-03 01:42:48,-5.51,22.2667,73.17,44,100,1.54
321,Maridi,SS,2022-07-03 01:42:48,4.9158,29.4742,64.38,98,10,4.41
322,Elizabeth City,US,2022-07-03 01:42:49,36.2946,-76.2511,80.62,85,0,8.05
323,Salacgriva,LV,2022-07-03 01:42:49,57.7536,24.3581,61.02,93,97,7.0
324,Berwick,US,2022-07-03 01:38:10,41.0545,-76.2333,74.1,90,52,3.09
325,Maniitsoq,GL,2022-07-03 01:42:50,65.4167,-52.9,44.29,75,96,10.63
326,Kirakira,SB,2022-07-03 01:42:51,-10.4544,161.9205,84.69,71,3,11.65
327,Escanaba,US,2022-07-03 01:40:16,45.7453,-87.0646,66.16,48,0,10.36
328,Raton,US,2022-07-03 01:42:51,36.9034,-104.4391,63.05,88,75,5.75
329,Aguimes,ES,2022-07-03 01:42:52,27.9054,-15.4461,68.63,68,75,21.85
330,Nova Gradiska,HR,2022-07-03 01:42:53,45.255,17.3831,62.49,55,0,0.92
331,Petauke,ZM,2022-07-03 01:42:53,-14.2426,31.3253,54.07,89,3,4.92
332,Beitbridge,ZW,2022-07-03 01:42:54,-22.2167,30.0,59.41,77,5,3.96
333,Port Hardy,CA,2022-07-03 01:42:54,50.6996,-127.4199,62.78,77,20,9.22
334,Owen Sound,CA,2022-07-03 01:42:54,44.5672,-80.9435,59.38,72,23,6.26
335,Bennington,US,2022-07-03 01:38:44,42.8781,-73.1968,70.63,67,44,2.42
336,Leningradskiy,RU,2022-07-03 01:42:55,69.3833,178.4167,38.23,89,100,4.94
337,Chicama,PE,2022-07-03 01:42:56,-7.8447,-79.1469,59.54,84,1,4.47
338,Tura,IN,2022-07-03 01:42:56,25.5198,90.2201,80.4,79,100,5.64
339,Saint-Joseph,RE,2022-07-03 01:42:57,-21.3667,55.6167,68.38,74,43,15.57
340,Nioro,GM,2022-07-03 01:42:57,13.35,-15.75,78.04,76,90,4.68
341,Takoradi,GH,2022-07-03 01:42:58,4.8845,-1.7554,74.66,86,18,5.82
342,Salalah,OM,2022-07-03 01:42:58,17.0151,54.0924,84.29,79,100,4.61
343,Werda,BW,2022-07-03 01:42:59,-25.2667,23.2833,55.47,61,5,8.03
344,Kidal,ML,2022-07-03 01:42:59,18.4411,1.4078,87.78,36,51,11.25
345,Yaan,NG,2022-07-03 01:43:00,7.3833,8.5667,71.38,95,90,4.18
346,La Asuncion,VE,2022-07-03 01:43:00,11.0333,-63.8628,80.33,89,49,12.66
347,Bhilai,IN,2022-07-03 01:43:01,21.2167,81.4333,77.13,77,100,6.8
348,Solnechnyy,RU,2022-07-03 01:43:01,50.7214,136.6319,77.45,69,98,4.59
349,Shuangcheng,CN,2022-07-03 01:43:02,45.35,126.2833,76.68,65,17,11.86
350,Souillac,MU,2022-07-03 01:43:02,-20.5167,57.5167,70.18,73,40,14.97
351,Yumen,CN,2022-07-03 01:43:03,40.2833,97.2,79.75,24,6,11.18
352,Alihe,CN,2022-07-03 01:43:03,50.5667,123.7167,88.34,38,4,1.28
353,Surt,LY,2022-07-03 01:43:04,31.2089,16.5887,78.44,67,0,3.24
354,Dawei,MM,2022-07-03 01:43:04,14.0833,98.2,78.39,90,100,2.84
355,Kodinar,IN,2022-07-03 01:43:05,20.7903,70.7031,82.45,83,98,14.25
356,Strezhevoy,RU,2022-07-03 01:43:05,60.7333,77.5889,53.08,79,100,7.2
357,Saldanha,ZA,2022-07-03 01:43:06,-33.0117,17.9442,56.12,81,91,10.0
358,Kamenka,RU,2022-07-03 01:43:07,51.3223,42.7678,51.67,90,11,8.46
359,Adrar,MR,2022-07-03 01:43:07,20.5022,-10.0711,91.8,19,9,9.91
360,Mugur-Aksy,RU,2022-07-03 01:43:08,50.35,90.5,50.68,56,36,3.4
361,Roebourne,AU,2022-07-03 01:43:08,-20.7833,117.1333,66.24,28,2,25.12
362,Fukue,JP,2022-07-03 01:43:08,32.6881,128.8419,79.16,89,75,8.05
363,Scarborough,GB,2022-07-03 01:41:22,54.2797,-0.4044,54.34,85,8,1.01
364,Kamaishi,JP,2022-07-03 01:43:09,39.2667,141.8833,84.0,58,100,2.57
365,Fujin,CN,2022-07-03 01:43:40,47.26,132.0322,81.18,65,95,6.44
366,Emmaus,US,2022-07-03 01:43:40,40.5395,-75.4968,77.4,82,0,4.61
367,Coihaique,CL,2022-07-03 01:43:41,-45.5752,-72.0662,33.75,86,0,5.75
368,Inyonga,TZ,2022-07-03 01:43:41,-6.7167,32.0667,54.37,59,0,5.19
369,Tamandare,BR,2022-07-03 01:43:42,-8.7597,-35.1047,76.62,73,100,10.76
370,Leua,SK,2022-07-03 01:43:42,48.2156,18.6071,59.72,93,0,3.44
371,Hokitika,NZ,2022-07-03 01:43:43,-42.7167,170.9667,53.89,75,3,8.08
372,Tiksi,RU,2022-07-03 01:43:44,71.6872,128.8694,41.61,97,100,3.71
373,Floro,NO,2022-07-03 01:43:44,61.5996,5.0328,55.36,76,100,19.57
374,Natal,BR,2022-07-03 01:43:22,-5.795,-35.2094,79.02,89,100,9.22
375,Muravlenko,RU,2022-07-03 01:43:45,63.7898,74.523,47.52,88,100,14.67
376,Champasak,LA,2022-07-03 01:43:45,14.75,106.0,78.21,90,100,2.28
377,Coria,ES,2022-07-03 01:43:46,39.9879,-6.5377,69.98,40,0,0.38
378,La Ronge,CA,2022-07-03 01:43:46,55.1001,-105.2842,70.02,30,40,8.05
379,Samarai,PG,2022-07-03 01:43:47,-10.6167,150.6667,82.67,79,7,14.54
380,Mushie,CD,2022-07-03 01:43:47,-3.0167,16.9,73.35,66,44,2.24
381,Huarmey,PE,2022-07-03 01:43:48,-10.0681,-78.1522,62.71,84,64,7.31
382,Kudahuvadhoo,MV,2022-07-03 01:43:48,2.6708,72.8944,80.85,79,100,9.31
383,Bonthe,SL,2022-07-03 01:43:49,7.5264,-12.505,76.23,87,100,7.11
384,Pemangkat,ID,2022-07-03 01:43:50,1.1667,108.9667,84.58,71,23,1.9
385,Kathmandu,NP,2022-07-03 01:39:28,27.7167,85.3167,75.42,83,75,0.0
386,Faanui,PF,2022-07-03 01:43:50,-16.4833,-151.75,79.23,65,9,15.26
387,Margate,GB,2022-07-03 01:43:51,51.3813,1.3862,58.3,89,17,1.01
388,Ilinskiy,RU,2022-07-03 01:43:51,55.619,38.1182,62.31,82,0,4.47
389,Namibe,AO,2022-07-03 01:43:52,-15.1961,12.1522,66.11,63,0,7.83
390,Khilok,RU,2022-07-03 01:43:52,51.3674,110.4676,68.41,79,100,7.78
391,Kununurra,AU,2022-07-03 01:43:53,-15.7667,128.7333,69.78,37,5,14.97
392,Lensk,RU,2022-07-03 01:43:53,60.7253,114.9278,88.99,36,23,7.49
393,Hindaun,IN,2022-07-03 01:43:53,26.7167,77.0167,87.28,65,100,3.76
394,Cayenne,GF,2022-07-03 01:43:11,4.9333,-52.3333,82.09,1,0,1.14
395,Nouadhibou,MR,2022-07-03 01:43:54,20.931,-17.0347,67.98,83,0,23.02
396,Caravelas,BR,2022-07-03 01:43:54,-17.7125,-39.2481,70.48,84,0,5.08
397,Massillon,US,2022-07-03 01:43:55,40.7967,-81.5215,76.01,53,75,0.0
398,Vitim,RU,2022-07-03 01:43:55,59.4511,112.5578,85.39,42,13,10.6
399,Henties Bay,NA,2022-07-03 01:43:56,-22.116,14.2845,57.25,90,0,5.03
400,Madimba,TZ,2022-07-03 01:43:56,-10.4,40.3333,68.23,91,16,9.95
401,Sovetskiy,RU,2022-07-03 01:43:57,61.3614,63.5842,54.82,73,96,9.4
402,Abu Samrah,SY,2022-07-03 01:43:58,35.3029,37.1841,72.77,68,0,6.87
403,Alugan,PH,2022-07-03 01:43:58,12.2188,125.4808,84.04,79,86,7.47
404,Thompson,CA,2022-07-03 01:43:58,55.7435,-97.8558,60.96,59,100,11.5
405,Kagadi,UG,2022-07-03 01:43:59,0.9606,30.7967,60.04,76,33,1.9
406,Acapulco,MX,2022-07-03 01:43:59,16.8634,-99.8901,81.52,82,87,9.6
407,Dalvik,IS,2022-07-03 01:44:00,65.9702,-18.5286,46.33,97,100,7.0
408,Imbituba,BR,2022-07-03 01:44:00,-28.24,-48.6703,67.86,97,32,3.65
409,Luebo,CD,2022-07-03 01:44:01,-5.35,21.4167,73.08,50,91,0.87
410,Kholmogory,RU,2022-07-03 01:44:01,64.2229,41.656,55.18,75,7,2.55
411,Laguna,US,2022-07-03 01:44:01,38.421,-121.4238,81.01,55,0,20.71
412,Kavaratti,IN,2022-07-03 01:44:02,10.5669,72.642,82.36,82,100,19.48
413,Necochea,AR,2022-07-03 01:41:26,-38.5473,-58.7368,40.64,59,0,8.95
414,The Valley,AI,2022-07-03 01:44:03,18.217,-63.0578,82.26,82,100,19.3
415,Markala,ML,2022-07-03 01:44:33,13.7021,-6.0659,82.56,63,98,9.48
416,Faya,SA,2022-07-03 01:44:34,18.3851,42.4509,71.71,31,96,3.42
417,Pierre,US,2022-07-03 01:42:33,44.3683,-100.351,85.86,44,0,6.91
418,Karratha,AU,2022-07-03 01:44:34,-20.7377,116.8463,66.25,27,3,24.99
419,Carsamba,TR,2022-07-03 01:44:35,41.1989,36.7219,67.75,77,40,11.5
420,Lagoa,PT,2022-07-03 01:44:35,39.05,-27.9833,64.96,87,85,10.74
421,Norman Wells,CA,2022-07-03 01:44:36,65.282,-126.8329,80.64,41,0,16.11
422,Husavik,IS,2022-07-03 01:44:36,66.0449,-17.3389,44.22,97,100,12.39
423,Tarakan,ID,2022-07-03 01:44:37,3.3,117.6333,81.9,83,20,4.61
424,Atar,MR,2022-07-03 01:44:37,20.5169,-13.0499,91.04,19,62,9.69
425,Tchaourou,BJ,2022-07-03 01:44:38,8.8865,2.5975,69.53,97,77,3.83
426,Eyl,SO,2022-07-03 01:44:38,7.9803,49.8164,77.14,68,100,32.01
427,Saint Anthony,US,2022-07-03 01:44:39,45.0205,-93.218,75.13,66,40,5.75
428,Hit,IQ,2022-07-03 01:44:39,33.6416,42.8251,87.42,35,0,19.28
429,Fortuna,US,2022-07-03 01:44:40,40.5982,-124.1573,56.93,90,100,1.99
430,Bagdarin,RU,2022-07-03 01:44:40,54.4333,113.6,71.19,67,100,3.31
431,Calabozo,VE,2022-07-03 01:44:41,8.9242,-67.4293,74.97,92,99,2.86
432,Fairbanks,US,2022-07-03 01:39:43,64.8378,-147.7164,83.61,37,0,4.61
433,Batsfjord,NO,2022-07-03 01:44:41,70.6345,29.7185,75.13,64,7,9.22
434,Corinto,GR,2022-07-03 01:44:42,37.9407,22.9573,77.9,63,0,7.0
435,Alofi,NU,2022-07-03 01:44:42,-19.0595,-169.9187,82.29,74,13,10.36
436,Pangnirtung,CA,2022-07-03 01:44:43,66.1451,-65.7125,41.7,87,98,1.88
437,Zeya,RU,2022-07-03 01:44:43,53.75,127.2667,80.13,63,1,3.15
438,Batetskiy,RU,2022-07-03 01:44:44,58.6461,30.3027,63.93,74,100,2.82
439,Bubaque,GW,2022-07-03 01:44:44,11.2833,-15.8333,79.66,80,100,12.03
440,Sobolevo,RU,2022-07-03 01:44:44,54.4299,31.8996,60.62,92,100,2.93
441,Bundaberg,AU,2022-07-03 01:44:45,-24.85,152.35,61.21,77,100,5.01
442,Ahipara,NZ,2022-07-03 01:44:45,-35.1667,173.1667,58.75,55,1,2.84
443,Sussex,US,2022-07-03 01:44:46,41.1834,-74.6663,75.7,73,100,4.61
444,Bulgan,MN,2022-07-03 01:44:46,48.8125,103.5347,68.07,69,98,7.52
445,Dormidontovka,RU,2022-07-03 01:44:47,47.7702,134.9076,75.18,87,100,9.64
446,Tocache,PE,2022-07-03 01:44:47,-8.1842,-76.5125,71.01,75,37,1.34
447,Zhezkazgan,KZ,2022-07-03 01:44:48,47.8043,67.7144,67.98,22,0,8.95
448,Hovd,MN,2022-07-03 01:44:48,48.0056,91.6419,64.27,30,100,4.52
449,Saiha,IN,2022-07-03 01:44:49,22.4833,92.9667,73.49,97,99,1.23
450,Mundargi,IN,2022-07-03 01:44:49,15.2167,75.9,75.24,79,100,17.74
451,Templin,DE,2022-07-03 01:44:50,53.1186,13.5022,59.09,73,0,6.64
452,Quatre Cocos,MU,2022-07-03 01:44:50,-20.2078,57.7625,71.1,71,98,20.56
453,Sebezh,RU,2022-07-03 01:44:51,56.2955,28.4654,63.46,88,73,3.96
454,Riachao Das Neves,BR,2022-07-03 01:44:51,-11.7461,-44.91,67.8,43,5,3.31
455,Villablino,ES,2022-07-03 01:44:52,42.9393,-6.3194,65.57,86,33,3.33
456,Santa Fe,AR,2022-07-03 01:42:49,-31.6333,-60.7,52.0,59,1,3.0
457,Prestea,GH,2022-07-03 01:44:53,5.4327,-2.1428,70.12,94,36,2.08
458,La Orilla,MX,2022-07-03 01:44:27,17.9833,-102.2333,80.4,81,72,5.06
459,Tezu,IN,2022-07-03 01:44:53,27.9167,96.1667,84.97,69,98,2.93
460,Gimli,CA,2022-07-03 01:44:54,50.6336,-96.9907,66.22,52,46,6.91
461,Vao,NC,2022-07-03 01:44:54,-22.6667,167.4833,73.08,79,99,18.21
462,Jiayuguan,CN,2022-07-03 01:45:25,39.8167,98.3,76.69,32,77,5.97
463,Parrita,CR,2022-07-03 01:45:26,9.5201,-84.3225,77.18,90,100,4.47
464,Turbat,PK,2022-07-03 01:45:26,26.0023,63.044,83.98,78,38,6.76
465,Namie,JP,2022-07-03 01:45:26,37.4833,141.0,96.71,70,100,6.73
466,Helong,CN,2022-07-03 01:45:27,42.5397,128.9972,77.99,60,99,5.3
467,Vaitape,PF,2022-07-03 01:45:27,-16.5167,-151.75,79.23,65,9,15.14
468,Tessalit,ML,2022-07-03 01:45:28,20.1986,1.0114,87.84,32,45,4.45
469,Katete,UG,2022-07-03 01:45:28,-0.7818,29.7544,60.49,68,78,3.71
470,Bandarbeyla,SO,2022-07-03 01:45:29,9.4942,50.8122,78.69,66,95,33.89
471,Roald,NO,2022-07-03 01:45:29,62.5833,6.1333,60.94,67,75,8.05
472,Goderich,CA,2022-07-03 01:45:30,43.7501,-81.7165,65.91,55,9,6.91
473,Valparaiso,CL,2022-07-03 01:41:29,-33.0393,-71.6273,52.48,71,0,5.75
474,Ugoofaaru,MV,2022-07-03 01:45:30,5.6667,73.0,80.58,78,100,9.78
475,Kerema,PG,2022-07-03 01:45:31,-7.9631,145.7785,84.27,72,100,5.41
476,Hamilton,US,2022-07-03 01:44:37,39.1834,-84.5333,80.55,73,0,0.0
477,Mount Isa,AU,2022-07-03 01:45:32,-20.7333,139.5,60.57,44,0,12.66
478,Aykhal,RU,2022-07-03 01:45:32,66.0,111.5,74.43,52,100,9.06
479,Gat,IL,2022-07-03 01:45:33,31.61,34.7642,77.4,81,0,1.61
480,Port Lincoln,AU,2022-07-03 01:45:28,-34.7333,135.8667,53.42,64,100,9.51
481,North Bend,US,2022-07-03 01:45:33,43.4065,-124.2243,63.25,91,100,10.36
482,Kilinochchi,LK,2022-07-03 01:45:34,9.3961,80.3982,79.99,87,89,7.61
483,Northam,GB,2022-07-03 01:45:34,51.0333,-4.2167,56.25,95,100,6.96
484,Indramayu,ID,2022-07-03 01:45:35,-6.3264,108.32,81.97,75,22,6.06
485,Batagay,RU,2022-07-03 01:45:35,67.6333,134.6333,77.65,31,96,5.3
486,Puerto Madryn,AR,2022-07-03 01:45:36,-42.7692,-65.0385,49.21,50,22,23.64
487,Vuktyl,RU,2022-07-03 01:45:36,63.8567,57.3094,53.56,71,83,9.4
488,Eureka,US,2022-07-03 01:45:37,40.8021,-124.1637,61.66,85,100,1.99
489,Deputatskiy,RU,2022-07-03 01:45:37,69.3,139.9,56.28,60,100,3.13
490,Broken Hill,AU,2022-07-03 01:45:38,-31.95,141.4333,48.72,54,0,18.34
491,Kaniama,CD,2022-07-03 01:45:38,-7.5667,24.1833,65.01,55,1,3.4
492,Saint-Francois,FR,2022-07-03 01:45:40,46.4154,3.9054,60.42,94,0,0.0
493,Saint-Louis,SN,2022-07-03 01:45:41,16.3333,-15.0,86.02,39,49,6.91
494,Warmbad,NA,2022-07-03 01:45:41,-28.45,18.7333,53.76,70,0,3.04
495,Sakakah,SA,2022-07-03 01:45:42,29.9697,40.2064,80.17,39,0,9.8
496,Casablanca,MA,2022-07-03 01:45:43,33.5928,-7.6192,71.33,68,30,8.99
497,Dalbandin,PK,2022-07-03 01:44:42,28.8947,64.4101,86.95,50,0,5.95
498,Shelburne,CA,2022-07-03 01:45:44,44.0787,-80.2041,63.39,61,0,8.08
499,Baruun-Urt,MN,2022-07-03 01:45:44,46.6806,113.2792,84.18,32,100,11.18
500,San Cristobal,VE,2022-07-03 01:45:44,7.7669,-72.225,73.58,98,97,3.76
501,Lokosovo,RU,2022-07-03 01:45:45,61.1333,74.8167,51.13,96,100,3.87
502,Shambu,ET,2022-07-03 01:45:45,9.5667,37.1,49.35,93,100,2.19
503,Izazi,TZ,2022-07-03 01:45:46,-7.2,35.7333,60.01,65,0,2.53
504,Mahajanga,MG,2022-07-03 01:45:47,-15.7167,46.3167,68.02,68,20,6.91
505,Inhambane,MZ,2022-07-03 01:45:47,-23.865,35.3833,64.71,85,0,3.98
506,Cap Malheureux,MU,2022-07-03 01:46:18,-19.9842,57.6142,71.47,64,93,8.99
507,Grand Junction,US,2022-07-03 01:46:19,39.0639,-108.5507,88.68,27,0,20.71
508,Naryan-Mar,RU,2022-07-03 01:46:19,67.6713,53.087,48.24,76,5,5.68
509,Touros,BR,2022-07-03 01:46:20,-5.1989,-35.4608,75.43,91,100,13.49
510,Komsomolskiy,UZ,2022-07-03 01:46:20,40.4272,71.7189,79.52,22,0,6.91
511,Safranbolu,TR,2022-07-03 01:46:20,41.2508,32.6942,55.6,90,0,2.62
512,Asosa,ET,2022-07-03 01:46:21,10.0667,34.5333,59.88,98,100,3.09
513,Leh,IN,2022-07-03 01:46:21,34.1667,77.5833,68.43,23,3,4.23
514,Vardo,NO,2022-07-03 01:46:22,70.3705,31.1107,67.98,73,7,16.11
515,Stupino,RU,2022-07-03 01:46:22,54.9008,38.0708,58.39,71,90,8.5
516,Shitkino,RU,2022-07-03 01:46:23,56.3703,98.3543,62.92,73,65,7.38
517,Zhaotong,CN,2022-07-03 01:46:23,27.3167,103.7167,66.47,79,67,2.8
518,Balikpapan,ID,2022-07-03 01:46:23,-1.2675,116.8289,81.59,94,20,6.91
519,Otavi,NA,2022-07-03 01:46:24,-19.65,17.3333,52.97,48,0,5.77
520,Tambopata,PE,2022-07-03 01:46:24,-12.7333,-69.1833,72.99,66,100,0.43
521,Rivers,CA,2022-07-03 01:46:25,50.0308,-100.2403,67.15,82,63,7.38
522,Okhotsk,RU,2022-07-03 01:46:25,59.3833,143.3,64.89,53,7,6.87
523,Sigli,ID,2022-07-03 01:46:25,5.3848,95.9609,80.8,70,100,6.73
524,Pakokku,MM,2022-07-03 01:41:31,21.3333,95.1,86.36,64,19,11.34
525,Dingle,PH,2022-07-03 01:46:26,10.9995,122.6711,86.34,72,93,6.44
526,Mao,ES,2022-07-03 01:46:27,39.8885,4.2658,73.96,88,0,10.36
527,Huangzhai,CN,2022-07-03 01:46:27,38.0751,112.6595,70.21,70,84,1.39
528,Rapid Valley,US,2022-07-03 01:46:27,44.0625,-103.1463,83.32,56,0,10.36
529,Ossora,RU,2022-07-03 01:46:28,59.2353,163.0719,49.93,87,100,2.15
530,Kapit,MY,2022-07-03 01:46:28,2.0167,112.9333,85.17,68,82,2.51
531,Robe,AU,2022-07-03 01:46:29,-37.1833,139.75,53.49,63,100,12.35
532,Cairns,AU,2022-07-03 01:46:29,-16.9167,145.7667,81.07,75,100,13.8
533,Manuk Mangkaw,PH,2022-07-03 01:46:30,4.8,119.85,84.11,75,72,3.2
534,Dire,ML,2022-07-03 01:46:30,12.2833,-10.9667,73.42,95,100,3.49
535,Sheksna,RU,2022-07-03 01:46:30,59.21,38.5107,53.56,88,3,5.28
536,Goma,CD,2022-07-03 01:46:31,-1.6792,29.2228,59.38,85,21,2.21
537,Camacha,PT,2022-07-03 01:46:31,33.0833,-16.3333,65.62,83,75,6.91
538,Bairiki,KI,2022-07-03 01:46:32,1.3292,172.9752,84.2,84,40,16.11
539,Khandyga,RU,2022-07-03 01:46:32,62.6667,135.6,81.45,34,97,0.09
540,Dauriya,RU,2022-07-03 01:46:33,49.9333,116.8667,90.36,31,100,8.7
541,Zyryanka,RU,2022-07-03 01:46:33,65.75,150.85,68.58,34,99,11.27
542,Aracoiaba,BR,2022-07-03 01:46:34,-4.3711,-38.8142,71.82,95,72,2.8
543,Tuy Hoa,VN,2022-07-03 01:46:34,13.0833,109.3,88.95,56,100,7.94
544,Kisanga,TZ,2022-07-03 01:46:35,-7.4362,37.7034,64.24,92,17,2.35
545,Novikovo,RU,2022-07-03 01:46:35,51.1537,37.8879,54.16,82,4,7.92
546,Arlit,NE,2022-07-03 01:46:36,18.7369,7.3853,91.53,19,100,10.49
547,La Rioja,ES,2022-07-03 01:42:17,42.25,-2.5,58.78,91,0,1.99
548,Ginda,IN,2022-07-03 01:46:36,30.6945,78.4932,69.94,84,93,0.56
549,Cartagena,CO,2022-07-03 01:44:20,10.3997,-75.5144,76.62,94,75,3.44
550,Kavieng,PG,2022-07-03 01:46:37,-2.5744,150.7967,85.23,71,18,13.35
551,Plettenberg Bay,ZA,2022-07-03 01:46:38,-34.0527,23.3716,56.88,85,13,3.04
552,Kuala Terengganu,MY,2022-07-03 01:46:38,5.3302,103.1408,84.15,79,20,5.99
553,Batagay-Alyta,RU,2022-07-03 01:46:38,67.8006,130.4114,75.04,32,100,6.46
554,Paveh,IR,2022-07-03 01:46:39,35.0434,46.3565,65.68,30,0,5.68
555,Stokmarknes,NO,2022-07-03 01:46:39,68.5646,14.9108,55.38,94,100,13.8
556,Mayor Pablo Lagerenza,PY,2022-07-03 01:47:10,-19.9309,-60.7718,74.21,42,0,4.97
557,Seymchan,RU,2022-07-03 01:47:10,62.8833,152.4333,63.27,48,95,14.0
558,Beira,MZ,2022-07-03 01:47:10,-19.8436,34.8389,66.31,90,56,2.24
559,Nabire,ID,2022-07-03 01:47:11,-3.3667,135.4833,76.62,92,100,2.86
560,Akcaabat,TR,2022-07-03 01:47:11,41.0212,39.5715,71.47,46,40,11.5
